Date,house_price_index,population,house_supply,gdp,mortgage_rate,employment_rate,permit_new,ppi_res,m3,cci,delinquency_rate,hcai
01-05-16,179.46,324260,5.1,99.86438044,3.6,69.29192466,1205,206.3,12.7656,100.7612,4.49,2.535
01-06-16,180.057,324476,5.3,99.84154691,3.568,69.20370576,1208,207.7,12.8319,100.7375,4.49,2.535
01-07-16,180.848,324697,4.5,99.82467107,3.44,69.28741973,1198,207.6,12.892,100.5801,4.28,2.54
01-08-16,181.868,324924,5,99.81033717,3.435,69.39277939,1201,207.3,12.9782,100.4664,4.28,2.54
01-09-16,182.837,325155,5.2,99.79530013,3.46,69.42798121,1303,207.5,13.0379,100.4459,4.28,2.54
01-10-16,183.751,325368,5.2,99.7780949,3.47,69.41258637,1254,207.9,13.1054,100.5284,4.25,2.578
01-11-16,184.74,325562,5.2,99.75868404,3.77,69.53930631,1230,207.2,13.1765,100.8817,4.25,2.578
01-12-16,185.69,325742,5.4,99.73825724,4.198,69.56071637,1248,208,13.2096,101.2438,4.25,2.578
01-01-17,186.793,325901,5.4,99.71918714,4.15,69.64742039,1301,210.5,13.2827,101.4028,3.9,2.642
01-02-17,187.313,326050,5.3,99.70461184,4.1675,69.71668609,1243,211.6,13.3514,101.3896,3.9,2.642
01-03-17,188.032,326207,5,99.69792521,4.196,70.01356893,1290,211.9,13.4206,101.3568,3.9,2.642
01-04-17,188.818,326371,5.4,99.70195202,4.045,70.09787111,1252,213.4,13.4829,101.3143,3.6,2.558
01-05-17,189.707,326548,5.1,99.7193526,4.01,70.01320957,1205,213.2,13.5348,101.2379,3.6,2.558
01-06-17,190.522,326743,5.3,99.75226262,3.904,70.1035437,1348,213.3,13.5589,101.1244,3.6,2.558
01-07-17,191.499,326939,5.8,99.80097749,3.9675,70.17749941,1254,213.3,13.621,101.0804,3.62,2.485
01-08-17,192.723,327140,6.1,99.86475435,3.88,70.16132366,1322,214.8,13.6796,101.1839,3.62,2.485
01-09-17,193.786,327342,5.3,99.94147687,3.805,70.47715257,1266,216.5,13.7221,101.3135,3.62,2.485
01-10-17,194.778,327528,5.5,100.0262366,3.895,70.24327849,1350,216.9,13.7774,101.474,3.73,2.584
01-11-17,195.866,327699,4.8,100.1134915,3.922,70.28001871,1290,218.1,13.8041,101.4525,3.73,2.584
01-12-17,197.044,327848,5.6,100.1986509,3.95,70.27531689,1304,218,13.8523,101.3639,3.73,2.584
01-01-18,198.201,327969,5.7,100.2794878,4.0325,70.32186477,1314,220.9,13.8682,101.3953,3.42,2.518
01-02-18,199.184,328085,5.7,100.3543396,4.33,70.60275566,1342,222.9,13.9102,101.5664,3.42,2.518
01-03-18,200.038,328219,5.3,100.4206307,4.444,70.55876972,1402,224.9,13.9655,101.6726,3.42,2.518
01-04-18,200.876,328364,5.5,100.473844,4.4675,70.58543303,1388,226.4,13.9877,101.6192,3.14,2.568
01-05-18,201.646,328521,5.4,100.5086732,4.586,70.74112063,1339,230.6,14.0412,101.529,3.14,2.568
01-06-18,202.345,328692,5.9,100.521146,4.57,70.70447361,1334,232.1,14.1026,101.4682,3.14,2.568
01-07-18,203.015,328863,6.2,100.5120938,4.5275,70.86644367,1338,232.1,14.137,101.4351,3.02,2.574
01-08-18,203.783,329040,6.5,100.4853315,4.55,70.58232124,1275,231.3,14.1874,101.4469,3.02,2.574
01-09-18,204.366,329216,6.6,100.4474268,4.6275,70.76713932,1301,231.7,14.2146,101.5344,3.02,2.574
01-10-18,205.017,329379,7,100.4087941,4.83,70.90413564,1268,232.5,14.2285,101.5157,2.9,2.618
01-11-18,205.464,329527,6.7,100.3805157,4.866,70.96908662,1325,229.2,14.2416,101.4011,2.9,2.618
01-12-18,205.867,329659,7.5,100.3713094,4.6375,70.98884237,1307,225.1,14.3588,101.2224,2.9,2.618
01-01-19,206.266,329766,6.9,100.3838422,4.464,71.01831619,1253,223.8,14.4308,101.0085,2.7,2.774
01-02-19,206.712,329862,6.4,100.4172528,4.37,71.04368243,1311,225.7,14.4723,101.0652,2.7,2.774
01-03-19,207.202,329977,5.8,100.4681559,4.265,71.07826687,1317,228.4,14.5107,101.2936,2.7,2.774
01-04-19,207.941,330103,5.7,100.5301983,4.1425,71.15513574,1330,230.9,14.541,101.4611,2.53,2.791
01-05-19,208.58,330240,6.5,100.5963931,4.072,71.15345811,1349,231.2,14.6325,101.5532,2.53,2.791
01-06-19,208.947,330393,5.3,100.6607085,3.8025,71.25223733,1303,228.4,14.7548,101.4549,2.53,2.791
01-07-19,209.496,330553,5.8,100.719417,3.765,71.26593493,1363,229.8,14.8338,101.212,2.42,2.725
01-08-19,210.231,330729,5.6,100.7706005,3.616,71.43585761,1485,227.9,14.9198,100.9019,2.42,2.725
01-09-19,210.911,330904,5.4,100.8141129,3.605,71.72250301,1461,227.2,15.0048,100.9018,2.42,2.725
01-10-19,211.598,331066,5.4,100.8521354,3.688,71.68721324,1520,227.5,15.1442,101.1143,2.38,2.597
01-11-19,212.446,331213,5.6,100.8860752,3.695,71.67652071,1497,226.9,15.2499,101.3957,2.38,2.597
01-12-19,213.434,331345,5.6,100.9139185,3.72,71.68861332,1439,226.7,15.3191,101.6343,2.38,2.597
01-01-20,214.49,331443,5.5,100.9279382,3.624,71.772376,1493,228,15.4018,101.6326,2.37,2.77
01-02-20,215.549,331525,5.7,100.9164094,3.465,71.78967495,1457,227.3,15.4587,101.1843,2.37,2.77
01-03-20,216.602,331633,6.5,96.04893134,3.45,70.5640085,1383,224.5,15.9886,100.1392,2.37,2.77
01-04-20,217.464,331680,6.7,93.06135285,3.306,60.26101437,1084,215.2,17.0025,99.00238,2.47,2.851
01-05-20,217.689,331678,5.3,91.54305716,3.2325,62.24638024,1256,216.5,17.8352,98.47874,2.47,2.851
01-06-20,218.139,331718,3.9,93.35001042,3.1625,64.79148629,1338,221.2,18.1293,98.4266,2.47,2.851
01-07-20,219.702,331777,3.5,95.13524369,3.016,65.39307036,1553,225.3,18.2778,98.44471,2.84,2.688
01-08-20,222.539,331839,3.3,96.89711959,2.935,66.86129691,1520,228.9,18.3574,98.65604,2.84,2.688
01-09-20,225.793,331907,3.4,97.07816872,2.89,66.93470585,1614,231.9,18.5752,98.98322,2.84,2.688
01-10-20,229.403,331971,3.4,97.26310626,2.834,67.83905746,1599,231.8,18.7357,99.13896,2.85,2.744
01-11-20,232.673,331996,4.1,97.46491995,2.765,67.76742521,1682,230.7,18.9698,99.09383,2.85,2.744
01-12-20,235.7,331968,4.1,97.83374919,2.684,67.9143578,1730,234.3,19.1248,99.09704,2.85,2.744
01-01-21,238.784,331943,4,98.2279404,2.735,68.18534226,1843,240.6,19.3726,99.10342,2.66,2.8
01-02-21,241.845,331950,4.8,98.60624352,2.81,68.40536123,1743,246.1,19.6154,99.24959,2.66,2.8
01-03-21,245.796,331953,4.2,98.82642006,3.0825,68.59722965,1773,253.6,19.8537,99.63319,2.66,2.8
01-04-21,250.094,331963,4.7,99.00261454,3.06,68.70261216,1765,258.2,20.1105,99.88905,2.41,2.721
01-05-21,254.556,332008,5.4,99.1508999,2.9625,68.9805578,1691,268.1,20.4176,99.82759,2.41,2.721
01-06-21,259.249,332092,5.8,99.31759043,2.975,69.11903788,1661,274.8,20.4591,99.60782,2.41,2.721
01-07-21,263.349,332192,6,99.49340544,2.868,69.66496755,1655,274.524,20.62,99.1176,2.3,2.821
01-08-21,267.028,332295,6.5,99.67414124,2.8425,69.69373307,1772,270.932,20.8523,98.52142,2.3,2.821
01-09-21,270.258,332403,6.1,99.85092285,2.9,69.96268289,1615,271.332,20.9914,98.20805,2.3,2.821
01-10-21,273.154,332513,6.9,99.99999173,3.0675,70.13436326,1698,275.594,21.142,98.0117,2.33,
01-11-21,276.429,332598,6.2,100.0948798,3.0675,70.58731728,1729,279.891,21.3433,97.84065,2.33,
01-12-21,280.19,332640,5.6,100.1206223,3.098,70.79960981,1896,282.949,21.4832,97.73489,2.33,
01-01-22,284.767,332684,5.7,100.0917443,3.445,70.74889886,1841,294.807,21.6593,97.49467,2.13,
01-02-22,290.371,332750,6,100.0340136,3.7625,70.89030661,1857,303.546,21.7497,97.18996,2.13,
01-03-22,296.496,332812,7,,,,,,,,,
01-04-22,301.704,332863,8.6,,,,,,,,,
01-05-22,304.831,332928,8.4,,,,,,,,,
